anuncio/propriedade,tipo,freguesia,concelho,distrito,area(m²),valor renda(€/mes)
Moradia T4+1 para arrendamento no prestigiado Bairro do Rosário,Moradia,Cascais e Estoril,Cascais,Lisboa,299.0,7500
Apartamento T2 com varanda e garagem - Coimbra,Apartamento,Desconhecido,Santa Clara e Castelo Viegas,Coimbra,110.0,1300
Loja junto à cidade de Barcelos,Loja,Arcozelo,Barcelos,Braga,25.0,250
Armazém  para arrendamento,Armazém,Soutelo,Vila Verde,Braga,1166.0,4000
Armazém em Figo Maduro - Prior Velho (perto do Aeroporto Internacional,Armazém,Sacavém e Prior Velho,Loures,Lisboa,800.0,7500
"Moradia T3 com jardim e garagem, perto da praia de São Pe...",Moradia,Cascais e Estoril,Cascais,Lisboa,147.0,4500
"Apartamento T1 com estacionamento, terraço e WIFI em Altu...",Apartamento,Altura,Castro Marim,Faro,67.2,650
Armazém Vialonga,Armazém,Vialonga,Vila Franca de Xira,Lisboa,1164.1,8148
Armazém c/ 1.500m2 - Z.I. da Mota,Armazém,Gafanha da Encarnação,Ílhavo,Aveiro,1500.0,7500
Espaços de Escritórios na Avenida da Liberdade,Escritório,Desconhecido,Santo António,Lisboa,15.0,369
Escritório no centro de Rebordosa com 107m2 e terraço com 80m2,Escritório,Rebordosa,Paredes,Porto,107.0,500
Armazém c/ 1.164m2 – Albergaria-a-Velha,Armazém,Albergaria-a-Velha e Valmaior,Albergaria-a-Velha,Aveiro,1164.0,3300
Moradia de charme T4 em Cascais numa localização prime.,Moradia,Cascais e Estoril,Cascais,Lisboa,270.0,7500
Armazém para arrendamento na Carreira,Armazém,Bairro,Vila Nova de Famalicão,Braga,1150.0,3500
"Escritórios com 200 m2, gabinetes, em Edifício Empresaria...",Escritório,Desconhecido,São Sebastião,Setúbal,200.0,1000
Armazém / Estacionamento / Escritório - 1160 m2 - Cedofeita - (Zona da,Armazém,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",1160.0,5000
Armazém na Carreira Barcelos para arrendamento,Armazém,Cambeses,Barcelos,Braga,440.0,1600
"Edifício com Escritórios com 400 m2, em Edifício Empresar...",Escritório,Desconhecido,São Sebastião,Setúbal,400.0,2000
Armazém junto ao nó da IP4 em Vila Real,Armazém,Cabril,Montalegre,Vila Real,400.0,750
Armazém para comércio com showroom - São João da Madeira,Armazém,S. João da Madeira,São João da Madeira,Aveiro,1153.0,3500
Escritório | Alfrapark | Edifício C,Escritório,Águas Livres,Amadora,Lisboa,582.0,9312
Pavilhão Industrial em Fradelos - Vila Nova de Famalicão,Armazém,Fradelos,Vila Nova de Famalicão,Braga,3000.0,9500
"Casa apalaçada de charme do século XIX, com 484 m², 6 Sui...",Moradia,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",330.85,9500
armazéns 2129 m2 |Reservado | portagens Carcavelos | condomínio | by..,Armazém,São Domingos de Rana,Cascais,Lisboa,2129.0,9500
armazém reservado próximo autoestrada A5 | altura 8m | by goldvillage,Armazém,São Domingos de Rana,Cascais,Lisboa,2129.0,9500
Moradia em Quinta de Sintra com piscina,Moradia,Sintra (Santa Maria e São Miguel,São Martinho e São Pedro de Penaferrim),"Sintra, Lisboa",310.0,9500
"Armazém P/ Arrendamento, Parque Industrial, Vendas Novas,...",Armazém,Desconhecido,Vendas Novas,Évora,2700.0,9500
Moradia em Cascais,Moradia,Cascais e Estoril,Cascais,Lisboa,225.0,9500
"Moradia T4, com jardim e piscina, Livramento, Estoril",Moradia,Cascais e Estoril,Cascais,Lisboa,405.0,9500
"Quintinha de Charme para arrendar com Moradia T4,  jardim e piscina  .",Moradia,Cascais e Estoril,Cascais,Lisboa,332.0,9500
Pavilhão para arrendamento na Zona Industrial de  Albergaria-a-Velha,Armazém,Albergaria-a-Velha e Valmaior,Albergaria-a-Velha,Aveiro,2840.0,9600
Armazém c/ 2.400m2 – Oliveira do Bairro,Armazém,Desconhecido,Oliveira do Bairro,Aveiro,2400.0,9600
Escritório/armazém com 800 m2 Circunvalação Matosinhos,Escritório,São Mamede de Infesta e Senhora da Hora,Matosinhos,Porto,800.0,9600
Escritório 650m2 Porto de Leixões,Escritório,Matosinhos e Leça da Palmeira,Matosinhos,Porto,650.0,9750
ARMAZÉM | INDÚSTRIA | SERVIÇOS | COMÉRCIO PARA ARRENDAR,Loja,Santa Marinha e São Pedro da Afurada,Vila Nova de Gaia,Porto,1620.0,9750
Escritórios para arrendamento na Baixa do Porto,Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",390.0,9750
Moradia T3 para arrendamento na Quinta da Marinha,Moradia,Cascais e Estoril,Cascais,Lisboa,177.0,9800
"ARMAZÉM com LICENÇA de UTILIZAÇÃO INDUSTRIAL. 
2.000 m2 ...",Armazém,Santiago dos Velhos,Arruda dos Vinhos,Lisboa,2000.0,9900
Arrendamento de espaço comercial e/ou Loja,Loja,Algés,Linda-a-Velha e Cruz Quebrada-Dafundo,"Oeiras, Lisboa",900.0,9900
"ARMAZÉM com LICENÇA de UTILIZAÇÃO INDUSTRIAL. 
2.000 m2 ...",Armazém,Vialonga,Vila Franca de Xira,Lisboa,2000.0,9900
Excelente espaço no Braço de Prata - Marvila,Escritório,Desconhecido,Marvila,Lisboa,200.0,9900
Loja com 492m2 em Saldanha,Loja,Desconhecido,Arroios,Lisboa,492.0,9950
"Loja para arrendamento na Av. 24 de Julho, Lisboa",Loja,Desconhecido,Misericórdia,Lisboa,160.0,9995
Armazém  para arrendamento,Armazém,Desconhecido,Palmela,Setúbal,960.0,7500
Andar de escritório na Rua do Bolhão,Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",474.0,7500
"Apartamento T2 de Luxo para arrendamento, em Campolide (NOVO)",Apartamento,Desconhecido,Campolide,Lisboa,90.0,7500
Escritório  para arrendamento,Escritório,Custóias,Leça do Balio e Guifões,"Matosinhos, Porto",1276.0,7500
"Loja em plena Almirante Reis, com 530m2 em um só piso r/c.",Loja,Desconhecido,Arroios,Lisboa,530.0,7500
Armazém para arrendamento Mamodeiro,Armazém,Requeixo,Nossa Senhora de Fátima e Nariz,Aveiro,1221.0,7500
"Apartamento T4 sem móveis para arrendar, novo a estrear, ...",Apartamento,Cascais e Estoril,Cascais,Lisboa,235.0,7500
Apartamento T3 no one Living em Cascais,Apartamento,Cascais e Estoril,Cascais,Lisboa,187.0,7500
Armazém em Figo Maduro - Prior Velho perto do Aeroporto Internacional,Armazém,Sacavém e Prior Velho,Loures,Lisboa,750.0,7500
"Loja  Arrendamento em Ferreiros e Gondizalves,Braga",Loja,Desconhecido,Ferreiros e Gondizalves,Braga,600.0,7500
Moradia T4 para arrendamento,Moradia,Charneca de Caparica e Sobreda,Almada,Setúbal,180.0,7500
Armazém logístico com 3600 m2. Com cais.,Armazém,Pedroso e Seixezelo,Vila Nova de Gaia,Porto,3600.0,7500
Moradia T4 para arrendamento,Moradia,Cascais e Estoril,Cascais,Lisboa,260.0,7500
Escritório  para arrendamento,Escritório,Desconhecido,Parque das Nações,Lisboa,216.0,7500
APARTAMENTO DE COM 368M2 COM 4 LUGARES DE GARAGEM PISO UNICO,Apartamento,Desconhecido,Alvalade,Lisboa,284.0,7500
Armazém área coberta 2421m2 Zona Industrial (Ovar),Armazém,Ovar,São João,"Arada e São Vicente de Pereira Jusã, Ovar, Aveiro",2421.0,7500
"ARRENDAMENTO de loja na Avenida Valbom, Cascais",Loja,Cascais e Estoril,Cascais,Lisboa,185.0,7500
Apartamento T3 Amoreiras TORRE | Arrendar - Renovado c/ e...,Apartamento,Desconhecido,Campolide,Lisboa,190.0,7500
Armazém para arrendamento na Zona Industrial de Mamodeiro,Armazém,Requeixo,Nossa Senhora de Fátima e Nariz,Aveiro,1138.0,7500
Terreno c/Armazém,Armazém,Setúbal (São Julião,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal,1800.0,7500
OFERTA DE PERIODO DE CARÊNCIA! Excelente estado! Empreend...,Escritório,Porto Salvo,Oeiras,Lisboa,446.0,7495
OFERTA DE PERIODO DE CARÊNCIA! Excelente estado! Empreend...,Escritório,Oeiras e São Julião da Barra,Paço de Arcos e Caxias,"Oeiras, Lisboa",446.0,7495
Armazém para arrendar em Vila do Conde,Armazém,Vilar de Pinheiro,Vila do Conde,Porto,1478.0,7390
Escritórios Zona Industrial Alfena - 20m2 - 40m2 - 45m2 - 100m2,Escritório,Alfena,Valongo,Porto,20.0,225
Sala de Escritórios em Sines de 25m2 - 9€/m2,Escritório,Desconhecido,Sines,Setúbal,25.0,225
Garagem/Arrumos com 52 m2,Armazém,Aver-O-Mar,Amorim e Terroso,"Povoa de Varzim, Porto",52.0,225
Escritório  para arrendamento,Escritório,Desconhecido,Campanhã,Porto,10.0,225
T3 triplex em condomínio fechado na Lapa,Apartamento,Desconhecido,Estrela,Lisboa,200.0,11500
"Apartamento T3+1 para arrendamento, sem móveis nas Avenidas Novas",Apartamento,Desconhecido,Avenidas Novas,Lisboa,225.0,4500
Apartamento T3 para arrendamento em Fátima,Apartamento,Fátima,Ourém,Santarém,123.5,800
"Apartamento T1 mobilado e equipado,com estacionamento privativo no cen",Apartamento,Desconhecido,Santo António dos Olivais,Coimbra,55.0,650
T1 Novo Último Piso c/ Vistas Rio na Afurada (Marina),Apartamento,Santa Marinha e São Pedro da Afurada,Vila Nova de Gaia,Porto,91.0,1500
T2 Novo c/ Vistas Rio na Afurada (Marina),Apartamento,Santa Marinha e São Pedro da Afurada,Vila Nova de Gaia,Porto,122.0,1980
"Apartamento T3 em Braga de 111,00 m2",Apartamento,Braga (Maximinos,Sé e Cividade),Braga,111.0,1700
"Moradia T2, no Bom Sucesso Resort, Óbidos",Moradia,Vau,Óbidos,Leiria,100.0,2000
Apartamento T2 no condomínio Cascais Park,Apartamento,Cascais e Estoril,Cascais,Lisboa,123.5,2800
Encantador T1 Duplex na Torre de S. Rafael,Apartamento,Desconhecido,Parque das Nações,Lisboa,94.0,2500
Apartamento T3 com piscina privativa e 2 estacionamentos ...,Apartamento,Desconhecido,Areeiro,Lisboa,166.0,5950
Armazém,Armazém,Albergaria-a-Velha e Valmaior,Albergaria-a-Velha,Aveiro,2821.36,8804
"Apartamento T2+1 para arrendamento, sem móveis em Santa Maria Maior",Apartamento,Desconhecido,Santa Maria Maior,Lisboa,143.28,3200
Excelente apartamento mobilado T3 em Canidelo com vistas Foz do Douro,Apartamento,Canidelo,Vila Nova de Gaia,Porto,126.8,1800
Apartamento T3+1 a 200m do mar,Apartamento,Cascais e Estoril,Cascais,Lisboa,184.64,4000
Apartamento T3 em Matosinhos remodelado com suíte e garagem,Apartamento,Matosinhos e Leça da Palmeira,Matosinhos,Porto,120.0,1700
Apartamento T3 em Matosinhos remodelado com suíte e garagem,Apartamento,Matosinhos e Leça da Palmeira,Matosinhos,Porto,120.0,1700
Moradia T5+1 com jardim e piscina na Quinta da Marinha Sul,Moradia,Cascais e Estoril,Cascais,Lisboa,495.0,25000
Luxuoso Apartamento T3 - Condomínio Fechado no Centro do ...,Apartamento,Cascais e Estoril,Cascais,Lisboa,138.0,4950
"Apartamento, 195 m², Matosinhos e Leça da Palmeira",Apartamento,Matosinhos e Leça da Palmeira,Matosinhos,Porto,195.0,3200
Apartamento T1 em Condomínio Fechado na Boavista,Apartamento,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",74.0,1200
Apartamento T2 próximo da Estrada da Luz,Apartamento,Desconhecido,São Domingos de Benfica,Lisboa,65.0,1300
Apartamento T2 com 85m2 em prédio com elevador em Benfica,Apartamento,Desconhecido,Benfica,Lisboa,85.0,1350
"Apartamento T4 com vista rio e garagem, Lapa, Lisboa",Apartamento,Desconhecido,Estrela,Lisboa,335.0,9000
Pavilhão para Industria/Comércio ou Armazém,Armazém,Desconhecido,Marrazes e Barosa,Leiria,1700.0,6500
Fantástico armazém industrial,Armazém,São Jorge (Selho),Guimarães,Braga,500.0,1750
Apartamento T2 com terraço e garagem individual,Apartamento,Desconhecido,São Victor,Braga,90.0,1100
Apartamento T2 para arrendamento,Apartamento,Alto do Seixalinho,Santo André e Verderena,"Barreiro, Setúbal",55.0,900
Escritório na Boavista-Pinheiro Manso com 55 m2,Escritório,Desconhecido,Ramalde,Porto,55.0,750
"Apartamento T0 a estrear, nas Avenidas Novas, Lisboa",Apartamento,Desconhecido,Avenidas Novas,Lisboa,35.0,1500
T1 para arrendamento | Monte Abraão,Apartamento,Massamá e Monte Abraão,Sintra,Lisboa,43.0,980
Apartamento T2 para arrendamento,Apartamento,Desconhecido,Espinho,Aveiro,72.0,1200
Arrendo pequeno armazém em Celeirós/Braga,Armazém,Celeirós,Aveleda e Vimieiro,Braga,185.0,375
Espaço comercial para arrendar Cristal Center Amarante,Loja,Telões,Amarante,Porto,40.0,180
Aluga-se escritório centro Gondomar,Escritório,Gondomar (São Cosme),Valbom e Jovim,"Gondomar, Porto",50.0,400
T2 - Andar Moradia em Mafamude - perto da linha do metro,Moradia,Mafamude e Vilar do Paraíso,Vila Nova de Gaia,Porto,70.0,860
"Escritório situado na zona Prime do Parque das Nações, em...",Escritório,Desconhecido,Parque das Nações,Lisboa,33.0,1000
Escritório Centro Cidade,Escritório,Barcelos,Vila Boa e Vila Frescainha (São Martinho e São Pedro),"Barcelos, Braga",35.0,250
"Loja  Arrendamento em Raimonda,Paços de Ferreira",Loja,Vandoma,Paredes,Porto,160.5,1090
"Moradia renovada com alpendre e terreno, Vilarinho do Bairro, Anadia",Moradia,Vilarinho do Bairro,Anadia,Aveiro,110.0,800
Ericeira - S. Lourenço - T2 duplex com piscina em cima da...,Apartamento,Ericeira,Mafra,Lisboa,80.0,1280
"Armazém Moita - 300 m2, novo",Armazém,Desconhecido,Moita,Setúbal,300.0,1500
Arrenda-se Armazem em Palhais,Armazém,Alto do Seixalinho,Santo André e Verderena,"Barreiro, Setúbal",200.0,1470
Gabinetes de Consultas MDS,Escritório,Desconhecido,Lordelo do Ouro e Massarelos,Porto,12.0,143
Loja de 170m2 Junto à Loja do Cidadão em Vila Real,Loja,Vila Real (Nossa Senhora da Conceição,São Pedro e São Dinis),Vila Real,170.0,1300
T5 Frente ao mar - Póvoa de Varzim,Apartamento,Póvoa de Varzim,Beiriz e Argivai,"Povoa de Varzim, Porto",240.0,1500
"Armazém  Arrendamento em Moreira de Cónegos,Guimarães",Armazém,Moreira de Cónegos,Guimarães,Braga,356.0,600
Loja/Armazém com 60m2,Loja,Manhente,Barcelos,Braga,60.0,400
Escritório para até 4 pessoas - sitio Work Costa Cabral,Escritório,Desconhecido,Paranhos,Porto,19.2,680
Escritório Gaia - Avenida,Escritório,Mafamude e Vilar do Paraíso,Vila Nova de Gaia,Porto,45.0,400
Apartamento T3 com garagem e arrecadação perto da Estação...,Apartamento,Desconhecido,Benfica,Lisboa,146.0,2200
Escritórios em Oeiras - The Tower,Escritório,Oeiras e São Julião da Barra,Paço de Arcos e Caxias,"Oeiras, Lisboa",1150.0,14950
Armazém para arrendamento na Carreira,Armazém,Bairro,Vila Nova de Famalicão,Braga,1150.0,3500
Escritorio Pinheiro Manso,Escritório,Desconhecido,Ramalde,Porto,1142.0,16200
Armazém com Logradouro | condomínio | Queluz de baixo | O...,Armazém,Barcarena,Oeiras,Lisboa,1140.0,6500
Armazém para arrendamento na Zona Industrial de Mamodeiro,Armazém,Requeixo,Nossa Senhora de Fátima e Nariz,Aveiro,1138.0,7500
Excelente Loja na Rua do Carmo,Loja,Desconhecido,Santa Maria Maior,Lisboa,1130.0,38000
Armazém Ermesinde,Armazém,Ermesinde,Valongo,Porto,1128.0,3000
Armazém  para arrendamento,Armazém,Desconhecido,Romeira e Várzea,Santarém,1128.0,3400
Armazém Vialonga,Armazém,Vialonga,Vila Franca de Xira,Lisboa,1122.7,7858
Armazém para arrendar em Vila Nova de Famalicão,Armazém,Vila Nova de Famalicão e Calendário,Vila Nova de Famalicão,Braga,1120.0,3200
Armazém perto do centro da cidade,Armazém,Vila Nova de Famalicão e Calendário,Vila Nova de Famalicão,Braga,1120.0,3200
ARMAZEM INDUSTRIAL,Armazém,Barrô e Aguada de Baixo,Águeda,Aveiro,1119.0,2126
Armazém c/ 1.119m2 – Z. I. de Barrô,Armazém,Barrô e Aguada de Baixo,Águeda,Aveiro,1119.0,2126
Armazém  para arrendamento,Armazém,Barrô e Aguada de Baixo,Águeda,Aveiro,1119.0,2126
Armzém como novo Mar Chopping,Armazém,Matosinhos e Leça da Palmeira,Matosinhos,Porto,1116.0,6000
Armazém Zona Industrial Rio Meão em Condomínio Fechado 4 cais de ca...,Armazém,Lordelo,Guimarães,Braga,1112.0,2850
"T2Quarteira c/ garagem, arrenda-se período fixo (agora-junho2024)",Moradia,Quarteira,Loulé,Faro,1111.0,950
Loja  para arrendamento,Loja,Desconhecido,Palmela,Setúbal,1111.0,7000
Armazém na Zona Industrial da Maia,Armazém,Castêlo da Maia,Maia,Porto,1100.0,4500
Armazém / Passil Parque.,Armazém,Desconhecido,Alcochete,Setúbal,1100.0,3500
Pavilhão Industrial com ponte rolante de 10 toneladas - Z...,Armazém,Messegães,Valadares e Sá,"Monção, Viana do Castelo",1100.0,2800
Loja no centro comercial Lidador,Escritório,Desconhecido,Beja (Santiago Maior e São João Baptista),Beja,20.0,230
"Loja, para arrendamento, Caldas da Rainha - Nossa Senhora do Pópulo...",Loja,Caldas da Rainha - Nossa Senhora do Pópulo,Coto e São Gregório,"Caldas da Rainha, Leiria",12.0,180
Espaço de coworking em Amoreiras,Escritório,Desconhecido,Campo de Ourique,Lisboa,10.0,179
Espaço de coworking em Chiado,Escritório,Desconhecido,Santa Maria Maior,Lisboa,10.0,179
Aluga-se sala de escritório (mobilada),Escritório,Leiria,Pousos,"Barreira e Cortes, Leiria",25.0,175
Escritório - Centro da cidade de Barcelos (junto campo da feira),Escritório,Barcelos,Vila Boa e Vila Frescainha (São Martinho e São Pedro),"Barcelos, Braga",12.0,175
Escritório de Excelência para arrendar com 320m2 na Prestigiada Avenid,Escritório,Desconhecido,Santo António,Lisboa,89.0,7360
Escritório para arrendar em Lisboa (Santo António),Escritório,Desconhecido,Santo António,Lisboa,320.0,7360
Escritório  para arrendamento,Escritório,Desconhecido,Santo António,Lisboa,320.0,7360
Escritório  para arrendamento,Escritório,Desconhecido,Santo António,Lisboa,320.0,7360
ARMAZÉM - ARRIFANA,Armazém,Arrifana,Santa Maria da Feira,Aveiro,1850.0,7350
Arrendam-se 2 Lojas Novas - Braga,Loja,Braga (Maximinos,Sé e Cividade),Braga,638.55,7250
Arrendamento Lojas Nova Maximinos - Braga.,Loja,Braga (Maximinos,Sé e Cividade),Braga,324.0,7250
Incrível loja comercial para arrendamento em Maximinos Braga,Loja,Braga (Maximinos,Sé e Cividade),Braga,638.55,7250
Andar de escritório na Rua do Bolhão,Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",468.0,7100
Andar de escritório na Rua do Bolhão,Escritório,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",474.0,7100
Armazém para arrendar em setúbal,Armazém,Setúbal (São Julião,Nossa Senhora da Anunciada e Santa Maria da Graça),Setúbal,1970.0,7090
Escritório Campo de Ourique,Escritório,Desconhecido,Campo de Ourique,Lisboa,55.0,7089
"Sacavém ( 2 Km Aeroporto) Armazém 1000m2, 7m pé direito, ...",Armazém,Sacavém e Prior Velho,Loures,Lisboa,1000.0,7000
"Loja  Arrendamento em Cedofeita, Santo Ildefonso, Sé, Miragaia, São Ni",Loja,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",93.0,7000
Apartamento T3 para Arrendamento em Condomínio Privado no Monte do Est,Apartamento,Cascais e Estoril,Cascais,Lisboa,172.0,7000
Escritório  para arrendamento,Escritório,Desconhecido,Santo António,Lisboa,364.1,7000
Loja  para arrendamento,Loja,Algueirão-Mem Martins,Sintra,Lisboa,365.1,7000
Loja  para arrendamento,Loja,Desconhecido,Palmela,Setúbal,1111.0,7000
Apartamento T3 novo de arquitectura contemporânea na Lapa...,Apartamento,Desconhecido,Estrela,Lisboa,180.0,7000
Magnífico escritório na Rua Castilho - Lisboa,Escritório,Desconhecido,Avenidas Novas,Lisboa,365.0,7000
Loja destinada a comércio e serviços na Zona ribeirinha d...,Loja,Desconhecido,Portimão,Faro,315.0,7000
Armazém para arrendar em Massamá - Sintra,Armazém,Massamá e Monte Abraão,Sintra,Lisboa,550.0,7000
Armazém para arrendar em Sacavém,Armazém,Sacavém e Prior Velho,Loures,Lisboa,1000.0,7000
Loja  para arrendamento,Loja,Desconhecido,Alvalade,Lisboa,200.0,7000
"Moradia T6 para arrendamento mobilada, com jardim e piscina no Estoril",Moradia,Cascais e Estoril,Cascais,Lisboa,290.0,10500
Moradia V5 Recuperada e Mobilada em Cascais,Moradia,Alcabideche,Cascais,Lisboa,242.6,4950
Apartamento T2 com varanda para arrendamento no Monte Estoril,Apartamento,Cascais e Estoril,Cascais,Lisboa,55.0,1400
Espaços de Coworking na Braamcamp,Escritório,Desconhecido,Santo António,Lisboa,10.0,239
Apartamento T1 para Arrendar em Marvila - Prata Riverside...,Apartamento,Desconhecido,Marvila,Lisboa,40.3,1550
"Apartamento T1 - Lisboa, Campolide.",Apartamento,Desconhecido,Campolide,Lisboa,53.0,1500
APARTAMENTO T2 MONTE DO ESTORIL COM VISTA PARA POENTE,Apartamento,Cascais e Estoril,Cascais,Lisboa,143.0,2900
Moradia Geminada T3 + 1 - Alcabideche,Moradia,Alcabideche,Cascais,Lisboa,200.0,6500
"Moradia T6 - Quinta da Marinha, Cascais.",Moradia,Cascais e Estoril,Cascais,Lisboa,260.0,10000
"Escritório nas Avenidas Novas, em Lisboa",Escritório,Desconhecido,Avenidas Novas,Lisboa,199.0,2750
Apartamento T3 em Carnaxide,Apartamento,Carnaxide e Queijas,Oeiras,Lisboa,141.0,2500
Escritorio/Loja na Praça de Alvalade,Loja,Desconhecido,Alvalade,Lisboa,303.0,3600
Apartamento T1 com bonitas vistas de Rio,Apartamento,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",58.0,1100
Estúdio T0 Arrendar Mobilado e Equipado Praça da Republica - Porto,Apartamento,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",33.0,1000
Moradia T3 geminada para arrendamento em Benfica,Moradia,Desconhecido,Benfica,Lisboa,108.0,3000
Apartamento T2 para arrendamento com móveis na Misericórdia,Apartamento,Desconhecido,Misericórdia,Lisboa,85.0,1600
Apartamento T3 - Cascais.,Apartamento,Cascais e Estoril,Cascais,Lisboa,97.0,2200
"Apartamento T3 com vista mar, no centro de Cascais",Apartamento,Cascais e Estoril,Cascais,Lisboa,150.0,3500
Armazém renovado com espaço amplo e funcional,Armazém,Oliveira do Douro,Vila Nova de Gaia,Porto,762.0,2990
Armazém renovado com espaço amplo e funcional,Armazém,Oliveira do Douro,Vila Nova de Gaia,Porto,762.0,2990
T2 para arrendar Mobilado e Equipado Matosinhos Sul,Apartamento,Matosinhos e Leça da Palmeira,Matosinhos,Porto,93.0,2100
Magnífica Moradia T4 em Magoito num Condomínio Fechado,Moradia,São João das Lampas e Terrugem,Sintra,Lisboa,221.0,2973
Apartamento T1 na Baia de Cascais,Apartamento,Cascais e Estoril,Cascais,Lisboa,57.0,2500
Armazém para arrendar no Carregado,Armazém,Carregado e Cadafais,Alenquer,Lisboa,1100.0,5500
Armazém para arrendar no Carregado,Armazém,Carregado e Cadafais,Alenquer,Lisboa,1100.0,4950
Armazém para arrendar na Terrugem - Sintra,Armazém,São João das Lampas e Terrugem,Sintra,Lisboa,1100.0,5000
Armazém,Armazém,Carreira e Fonte Coberta,Barcelos,Braga,1100.0,3950
Loja com 1.100m2 à rotunda da Boavista no Porto,Loja,Cedofeita,Santo Ildefonso,"Sé, Miragaia, São Nicolau e Vitória, Porto",1100.0,15000
Escritorio com jardim na zona Alcantara,Escritório,Desconhecido,Ajuda,Lisboa,1100.0,12500
Armazém Z.I. de Canelas 1000 m2.,Armazém,Canelas,Vila Nova de Gaia,Porto,1100.0,3750
Armazém Z.I. de Canelas 1000 m2.,Armazém,Serzedo e Perosinho,Vila Nova de Gaia,Porto,1100.0,3750
Armazens e escritórios novo adaptável a qualquer tipo de negócio,Armazém,Estela,Povoa de Varzim,Porto,1100.0,10000
Armazém 1100 m2 Frielas,Armazém,Santo António dos Cavaleiros e Frielas,Loures,Lisboa,1100.0,8500
"Armazém / Fundão, Alcaria",Armazém,Alcaria,Fundão,Castelo Branco,1100.0,1750
Armazém industrial localizado em Lourosa- Santa Maria Feira,Armazém,Lourosa,Santa Maria da Feira,Aveiro,1087.0,4000
Armazém industrial localizado em Lourosa- Santa Maria Feira,Armazém,Lourosa,Santa Maria da Feira,Aveiro,1087.0,4000
Armazéns 660m2 425m2 lote 6500m2 pontes rolantes 5 T Pêro Pinheiro,Armazém,Almargem do Bispo,Pêro Pinheiro e Montelavar,"Sintra, Lisboa",1085.0,7000
Armazém c/ 1.080m2 – Sever do Vouga,Armazém,Silva Escura e Dornelas,Sever do Vouga,Aveiro,1080.0,2500
Armazém em Sintra com 1160 m2 - Almargem do Bispo,Armazém,Almargem do Bispo,Pêro Pinheiro e Montelavar,"Sintra, Lisboa",1080.0,3800
Armazém c/ 1.080m2 – Sever do Vouga,Armazém,Silva Escura e Dornelas,Sever do Vouga,Aveiro,1080.0,2500
Loja para arrendar na Igreja Nova - Mafra,Loja,Igreja Nova e Cheleiros,Mafra,Lisboa,1080.0,5000
Armazém  para arrendamento,Armazém,Almargem do Bispo,Pêro Pinheiro e Montelavar,"Sintra, Lisboa",1080.0,3800
Escritório com 1.000m2 Maia com aparcamento,Escritório,Cidade da Maia,Maia,Porto,1076.0,5000
"Arrenda-se Armazém Tramagal, Abrantes",Armazém,Tramagal,Abrantes,Santarém,1073.0,1690
Armazém logístico em Palmela,Armazém,Desconhecido,Palmela,Setúbal,2364.87,8868
Instalações industriais para arrendamento com uma área bruta de constr,Armazém,Sangalhos,Anadia,Aveiro,10512.0,8872
Armazém  para arrendamento,Armazém,Sangalhos,Anadia,Aveiro,10180.0,8872
"Loja no centro de Lisboa, Campo Grande",Loja,Desconhecido,Alvalade,Lisboa,628.0,8900
Escritórios em Oeiras - The Tower,Escritório,Oeiras e São Julião da Barra,Paço de Arcos e Caxias,"Oeiras, Lisboa",690.0,8970
Aluga-se Armazém - 1500m² - Pé Direito Alto - Algueirão,Armazém,Algueirão-Mem Martins,Sintra,Lisboa,1500.0,9000
"Apartamento T3 em triplex, totalmente mobilado, em Cascais",Apartamento,Cascais e Estoril,Cascais,Lisboa,293.0,9000
Commercial premises for rent in rua Fernão Lopes,Loja,Desconhecido,Arroios,Lisboa,163.0,9000
Armazém  para arrendamento,Armazém,Desconhecido,Areosa,Viana do Castelo,2040.0,9000
Aluga se Armazém,Armazém,Quarteira,Loulé,Faro,1400.0,9000
Armazém  para arrendamento,Armazém,Desconhecido,São Vicente,Lisboa,903.0,9000
Armazém  para arrendamento,Armazém,Alfragide,Amadora,Lisboa,250.0,9000
Escritório na Avenida da Republica,Escritório,Mafamude e Vilar do Paraíso,Vila Nova de Gaia,Porto,1330.0,9000
Escritório para arrendamento em Carnaxide.,Escritório,Carnaxide e Queijas,Oeiras,Lisboa,700.0,9000
arrenda armazém 1800m2 piso superior 600m2 escritórios lo...,Armazém,Agualva e Mira-Sintra,Sintra,Lisboa,2400.0,9000
Armazém c/ 3.000m2 – Z. I. Águeda Sul,Armazém,Águeda e Borralha,Águeda,Aveiro,3000.0,9000
