anuncio/propriedade,tipo,FREGUESIA,CONCELHO,DISTRITO,area(m²),valor renda(€/mes)
Apartamento T2 para arrendamento,Apartamento,PARANHOS,PORTO,PORTO,101.0,1500
Duplex T2 para arrendamento,Apartamento,CEDOFEITA,PORTO,PORTO,119.2,2000
"Moradia T4+1 em banda muito ampla, situada em Oeiras, num local privil",Moradia,OEIRAS,OEIRAS,LISBOA,240.0,2900
"Apartamento T3, novo, com garagem e varanda no Porto",Apartamento,PARANHOS,PORTO,PORTO,116.95,1950
"Apartamento T2 Arrendamento em Ramalde,Porto",Apartamento,RAMALDE,PORTO,PORTO,102.0,1600
Moradia T4 para arrendamento,Moradia,QUINTA DO ANJO,PALMELA,SETUBAL,178.0,3950
Apartamento T0 para arrendamento,Apartamento,MISERICORDIA,LISBOA,LISBOA,57.0,1250
Apartamento com 143m2 nas Torres do Restelo com garagem,Apartamento,BELEM,LISBOA,LISBOA,143.0,4500
Apartamento T3 para arrendamento,Apartamento,ARROIOS,LISBOA,LISBOA,91.15,3500
T0 totalmente renovado no centro de Sintra - Estefânia,Apartamento,SINTRA,SINTRA,LISBOA,70.0,1100
T0 totalmente renovado no centro de Sintra - Estefânia,Apartamento,SINTRA,SINTRA,LISBOA,60.0,950
"Moradia T5, com piscina e jardim, em Vale do Lobo, Algarve",Moradia,ALMANCIL,LOULE,FARO,353.0,14000
Moradia Luxo T5 Biscaia - Cascais,Moradia,ALCABIDECHE,CASCAIS,LISBOA,245.0,14000
"Apartamento T3 com ou sem móveis, novo a estrear, no empr...",Apartamento,CASCAIS,CASCAIS,LISBOA,178.0,13900
Moradia T4+1 mobilada para arrendar em Birre - Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,280.0,13000
Apartamento T3 junto ao Parque da Devesa,Apartamento,ANTAS,VILA NOVA DE FAMALICAO,BRAGA,133.0,850
Moradia T4 para arrendamento,Moradia,SANGUEDO,SANTA MARIA DA FEIRA,AVEIRO,180.0,1750
Arrendo T3 S. Martinho do Bispo Coimbra,Apartamento,MOINHOS DA GANDARA,FIGUEIRA DA FOZ,COIMBRA,170.0,700
T2 Jardim Público da Cidade,Apartamento,COVILHA,COVILHA,CASTELO BRANCO,90.0,650
Arrenda-se Moradia - Ericeira,Moradia,ERICEIRA,MAFRA,LISBOA,1300.0,3380
Apartamento T2 ótimo estado,Apartamento,ALCOCHETE,ALCOCHETE,SETUBAL,69.0,700
Triplex para arrendar Arroios,Apartamento,ARROIOS,LISBOA,LISBOA,130.0,3250
"Fantástico apartamento T1 duplex sem móveis, em condomíni...",Apartamento,CASCAIS,CASCAIS,LISBOA,60.0,1550
Excelente apartamento com 3 assoalhadas Mobilado e equipado em Almada,Apartamento,ALMADA,ALMADA,SETUBAL,68.0,1300
"Apartamento Avenida da Republica, Matosinhos",Apartamento,MATOSINHOS,MATOSINHOS,PORTO,47.53,800
"T2 Carnide, Lisboa",Apartamento,CARNIDE,LISBOA,LISBOA,71.0,1300
Excelente T2 junto ao Estadio da Luz,Apartamento,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,100.0,2000
T0 totalmente renovado no centro de Sintra - Estefânia,Apartamento,SINTRA,SINTRA,LISBOA,60.0,900
"Apartamento T3 para arrendamento no 14º andar da Flower Tower , em Leç",Apartamento,MATOSINHOS,MATOSINHOS,PORTO,87.41,1750
"Moradia no condomínio fechado ""Casas das Vinhas"" Bombarral-Carvalhal",Moradia,BOMBARRAL,BOMBARRAL,LEIRIA,155.0,1900
T2 Mobilado Benfica/ Colombo,Apartamento,BENFICA,LISBOA,LISBOA,90.0,1600
"""Arrendamento Exclusivo: Conforto e Charme na Quinta da Beloura, entre",Apartamento,SINTRA,SINTRA,LISBOA,70.0,1500
Excelente moradia T4 totalmente renovada em São João do Estoril,Moradia,CASCAIS,CASCAIS,LISBOA,110.0,3000
"T1 com terraço no centro de Oeiras, Bairro Augusto Castro",Apartamento,OEIRAS,OEIRAS,LISBOA,40.0,1000
Apartamento T3 - ARRENDAMENTO - MOBILADO,Apartamento,CASCAIS,CASCAIS,LISBOA,185.1,12500
Moradia T4 para arrendamento,Moradia,CASCAIS,CASCAIS,LISBOA,234.36,12500
Herdade da Aroeira  Moradia T6+2,Moradia,CHARNECA DE CAPARICA,ALMADA,SETUBAL,238.0,12500
Moradia T4 para arrendamento,Moradia,CASCAIS,CASCAIS,LISBOA,257.0,12500
Arrendamento de Excelente T4 na Av. Dr. Antunes Guimarães Porto,Apartamento,ALDOAR,PORTO,PORTO,133.0,1900
Apartamento T3+1 para arrendamento sem móveis em Miraflores,Apartamento,ALGES,OEIRAS,LISBOA,165.0,2000
"Apartamento T2 Smart (T1+1), novo, para arrendamento em L...",Apartamento,MATOSINHOS,MATOSINHOS,PORTO,71.5,1300
"Apartamento T1 para arrendamento, sem móveis nas Avenidas Novas",Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,82.0,2500
"Apartamento T1 no ultimo Piso - Praia da Granja, Gaia",Apartamento,ARCOZELO,VILA NOVA DE GAIA,PORTO,71.45,900
Apartamento T3 para arrendamento,Apartamento,CARCAVELOS,CASCAIS,LISBOA,105.0,1500
Apartamento T2 para arrendamento na Amadora,Apartamento,CARNAXIDE,OEIRAS,LISBOA,102.0,1450
Apartamento T2 junto ao Shopping 8ª Avenida,Apartamento,S. JOAO DA MADEIRA,SAO JOAO DA MADEIRA,AVEIRO,85.0,600
T1 Carcavelos frente praia,Apartamento,CARCAVELOS,CASCAIS,LISBOA,65.0,1200
Apartamento T3,Apartamento,NOGUEIRA,BRAGA,BRAGA,163.0,850
Andar moradia t1+1 rio tinto Porto metro campainha,Apartamento,VALONGO,VALONGO,PORTO,60.0,700
Apartamento T3 para arrendamento,Apartamento,ALVALADE,LISBOA,LISBOA,74.8,1350
"T2  em Campo Grande, Alvalade",Apartamento,ALVALADE,LISBOA,LISBOA,71.0,1800
Apartamento T1 para arrendamento,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,60.0,950
Apartamento T3 para arrendamento,Apartamento,ESPINHO,ESPINHO,AVEIRO,156.1,1500
Apartamento T1 para arrendamento,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,55.0,1000
Apartamento T1 para Arrendar Canidelo Gardens I,Apartamento,CANIDELO,VILA NOVA DE GAIA,PORTO,42.42,950
Apartamento T2 para arrendamento,Apartamento,PARANHOS,PORTO,PORTO,78.0,1000
T2 Mobilado e Equipado no Centro do Carvalhido - Porto,Apartamento,PARANHOS,PORTO,PORTO,95.0,1100
T1+1 Luxo Vila Nova de Gaia,Apartamento,MAFAMUDE,VILA NOVA DE GAIA,PORTO,85.0,1500
Apartamento T3 Dúplex Manta Rota - NUMAR RESIDENCE_LN_0104,Apartamento,VILA NOVA DE CACELA,VILA REAL DE SANTO ANTONIO,FARO,90.0,1200
Moradia T5 para arrendamento na Quinta da Marinha,Moradia,CASCAIS,CASCAIS,LISBOA,300.0,12000
Timesharing em Agosto - Hotel D. Pedro Vilamoura,Apartamento,QUARTEIRA,LOULE,FARO,55.0,12000
Para arrendar | Fabulosa Moradia T6 | com jardim e piscina na zona nob,Moradia,BELEM,LISBOA,LISBOA,350.0,12000
Para Arrendamento | Moradia T6 | Restelo,Moradia,BELEM,LISBOA,LISBOA,350.0,12000
Apartamento T4 em condomínio no Gandarinha em Cascais,Apartamento,CASCAIS,CASCAIS,LISBOA,205.0,12000
"Moradia T7 para arrendamento com jardim e piscina em Galamares, Sintra",Moradia,SINTRA,SINTRA,LISBOA,670.0,11800
Apartamento T1 para arrendamento,Apartamento,SANTA CLARA,LISBOA,LISBOA,50.0,1250
"Amplo T2 com cozinha totalmente equipada, arrecadação e lugar de garag",Apartamento,MARVILA,LISBOA,LISBOA,90.0,1500
"Apartamento T2 com Terraço e Garagem Box em Atibá - Alcabideche, Casca",Apartamento,ALCABIDECHE,CASCAIS,LISBOA,90.0,1750
Apartamento T6 para arrendamento,Apartamento,AREEIRO,LISBOA,LISBOA,170.0,2450
T2+1 Totalmente Renovado,Apartamento,BEATO,LISBOA,LISBOA,63.0,1450
T3 Duplex na Lapa com Jardim Privado de 45m2,Apartamento,ESTRELA,LISBOA,LISBOA,90.0,2950
Apartamento T3 | Arrendar | Leça da Palmeira | Varanda | Garagem,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,150.0,1550
Excelente Oportunidade de Arrendamento no Parque das Nações,Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,125.0,2500
Apartamento T4 para arrendamento,Apartamento,ESTRELA,LISBOA,LISBOA,157.0,3600
Apartamento T3 para arrendamento,Apartamento,CARNIDE,LISBOA,LISBOA,100.0,1800
Apartamento T2 para arrendamento,Apartamento,ALVERCA DO RIBATEJO,VILA FRANCA DE XIRA,LISBOA,134.0,1700
Apartamento T1 para arrendamento,Apartamento,BEATO,LISBOA,LISBOA,55.0,1200
Moradia T3 no monte em Santo André!,Moradia,SANTO ANDRE,SANTIAGO DO CACEM,SETUBAL,135.0,1500
Apartamento T2 para arrendamento,Apartamento,BUARCOS,FIGUEIRA DA FOZ,COIMBRA,71.0,790
T0 para Arrendamento Rua de Gondarém,Apartamento,ALDOAR,PORTO,PORTO,40.0,790
Apartamento T3 -Fonte Nova -Aveiro,Apartamento,GLORIA,AVEIRO,AVEIRO,218.0,1550
Apartamento T2 para arrendamento,Apartamento,PENHA DE FRANCA,LISBOA,LISBOA,72.0,2000
Moradia T4 para arrendamento,Moradia,SEQUEIRA,SEQUEIRA,BRAGA,300.0,1300
Apartamento T5 para arrendamento,Apartamento,SANTO ANTONIO DOS OLIVAIS,COIMBRA,COIMBRA,165.48,1200
Apartamento T1 remodelado - Murtal - Parede,Apartamento,CARCAVELOS,CASCAIS,LISBOA,62.0,775
T2 Caldas da Rainha - Nossa Senhora do Pópulo,Apartamento,CALDAS DA RAINHA - NOSSA SENHORA DO POPULO,COTO,LEIRIA,102.0,800
Fabuloso apartamento T3 com uma área bruta total de 202m2,Apartamento,ALVALADE,LISBOA,LISBOA,154.0,2600
Aluguer vivenda r/c,Moradia,MIRANDA DO CORVO,MIRANDA DO CORVO,COIMBRA,100.0,300
T2+1 Marquês de Pombal,Apartamento,SANTO ANTONIO,LISBOA,LISBOA,85.0,1600
Moradia T3 para arrendamento,Moradia,LANDAL,CALDAS DA RAINHA,LEIRIA,122.0,750
T3 Cruz Quebrada-Dafundo com vista Rio,Apartamento,ALGES,OEIRAS,LISBOA,120.0,3300
Apartamento Soltroia T1+1 a um minuto do rio e 5 mins da praia,Apartamento,COMPORTA,ALCACER DO SAL,SETUBAL,70.0,2500
Arrendamento de Apartamento T3 | Afonsoeiro/ Montijo,Apartamento,MONTIJO,MONTIJO,SETUBAL,99.0,1200
Apartamento T3 para arrendar,Apartamento,PAMPILHOSA,MEALHADA,AVEIRO,100.0,550
T3 triplex em condomínio fechado na Lapa,Apartamento,ESTRELA,LISBOA,LISBOA,200.0,11500
"Apartamento T3+1 triplex para arrendamento mobilado na Estrela, Lisboa",Apartamento,ESTRELA,LISBOA,LISBOA,214.98,11500
Moradia T5 para arrendamento,Moradia,OEIRAS,OEIRAS,LISBOA,243.0,11000
T4 flat for rent in rua Fernão Lopes,Apartamento,ARROIOS,LISBOA,LISBOA,346.0,11000
"Moradia T4 com piscina e jardim em Barcarena, Oeiras",Moradia,BARCARENA,OEIRAS,LISBOA,511.0,10900
Apartamento T3 para arrendamento,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,122.0,1400
Arrenda T2 Colinas do Cruzeiro com Box para 3 carros,Apartamento,ODIVELAS,ODIVELAS,LISBOA,120.0,1800
Apartamento T3 varanda e lugar de garagem,Apartamento,SANTAREM,SANTAREM,SANTAREM,123.9,950
Apartamento T2 | Senhora da Hora,Apartamento,SAO MAMEDE DE INFESTA,MATOSINHOS,PORTO,72.0,1300
Apartamento T1 para arrendamento,Apartamento,MISERICORDIA,LISBOA,LISBOA,72.0,1650
Apartamento T1 para arrendamento,Apartamento,AJUDA,AJUDA,LISBOA,36.0,1100
Moradia T6 no Estoril,Moradia,CASCAIS,CASCAIS,LISBOA,380.0,10500
Apartamento T5 para arrendamento,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,396.0,10500
MORADIA T6 EM ESTORIL,Moradia,CASCAIS,CASCAIS,LISBOA,260.0,10500
"Moradia T6 para arrendamento mobilada, com jardim e piscina no Estoril",Moradia,CASCAIS,CASCAIS,LISBOA,290.0,10500
"Moradia T5 + 3 no centro do Estoril, com piscina e amplo ...",Moradia,CASCAIS,CASCAIS,LISBOA,532.1,10500
"Moradia T6 com piscina no Estoril, Cascais",Moradia,CASCAIS,CASCAIS,LISBOA,290.26,10500
T3 Novo - Mobilado - Condomínio privado - Campo Grande 200,Apartamento,ALVALADE,LISBOA,LISBOA,120.0,3500
Apartamento T2 em São João da Madeira,Apartamento,S. JOAO DA MADEIRA,SAO JOAO DA MADEIRA,AVEIRO,82.0,800
"Apartamento T4+1 em S. Vitor, Braga.",Apartamento,SAO VICTOR,SAO VICTOR,BRAGA,126.0,1400
T2 Centro de Espinho - Rua 18,Apartamento,ESPINHO,ESPINHO,AVEIRO,90.0,1100
Apartamento T4 | Arrendar | Matosinhos Sul | Mobilado e equipado,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,201.0,3200
Moradia T3 em São Pedro do Estoril,Moradia,CASCAIS,CASCAIS,LISBOA,167.0,3500
ARRENDAMENTO T3 COM VISTA FANTÁSTICA TERRAÇO E BOX PARA 2 CARROS,Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,144.0,4200
Apartamento T3 para arrendamento,Apartamento,ALGES,OEIRAS,LISBOA,140.0,4650
"T1+1 em condomínio com terraço, piscina, sauna e ginásio",Apartamento,COSTA DA CAPARICA,ALMADA,SETUBAL,60.0,1636
Apartamento T4 - Arrendamento,Apartamento,ANTAS,VILA NOVA DE FAMALICAO,BRAGA,223.5,2000
T2+1 Alameda Dom Afonso Henriques,Apartamento,AREEIRO,LISBOA,LISBOA,82.0,1650
T2+1 renovado com Terraço e 2 WC,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,83.0,1800
Apartamento T2 para arrendamento,Apartamento,ALVALADE,LISBOA,LISBOA,64.3,1900
T2 NOVO - PROXIMO da MARINA da AFURADA - ..........,Apartamento,CANIDELO,VILA NOVA DE GAIA,PORTO,108.0,1600
Apartamento T1 a estrear!,Apartamento,MARVILA,LISBOA,LISBOA,79.0,2300
Espaço comercial único para arrenda no coração de Lisboa,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,292.0,5750
Apartamento T2 para arrendamento,Apartamento,MISERICORDIA,LISBOA,LISBOA,90.0,1850
Apartamento T1 para arrendamento,Apartamento,MARVILA,LISBOA,LISBOA,39.4,1950
Apartamento T2 - Arrendamento,Apartamento,SANTA JOANA,SANTA JOANA,AVEIRO,95.0,850
T5 Primeira Linha de Mar - Matosinhos sul,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,267.0,3750
T2 Mobilado Duplex-Bairro Alto,Apartamento,MISERICORDIA,LISBOA,LISBOA,67.0,1300
T2 Remodelado junto á praia,Apartamento,COSTA DA CAPARICA,ALMADA,SETUBAL,100.0,1700
Moradia com piscina,Moradia,CASCAIS,CASCAIS,LISBOA,312.0,10000
Moradia T4+1 para arrendamento na Quinta da Penha Longa,Moradia,SINTRA,SINTRA,LISBOA,531.3,10000
"Moradia T6 - Quinta da Marinha, Cascais.",Moradia,CASCAIS,CASCAIS,LISBOA,260.0,10000
Moradia Mobilada T6+2 - Paço de Arcos,Moradia,OEIRAS,OEIRAS,LISBOA,341.0,10000
Para Arrendar | Moradia T6 | Quinta da Marinha,Moradia,CASCAIS,CASCAIS,LISBOA,235.0,10000
Apartamento T1 para arrendamento,Apartamento,CEDOFEITA,PORTO,PORTO,79.75,1400
T2 NOVO - PROXIMO da MARINA da AFURADA - ..........,Apartamento,CANIDELO,VILA NOVA DE GAIA,PORTO,110.0,1600
T2 Matosinhos Sul condomínio fechado com ginásio e piscina e garagem p,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,127.0,2350
Apartamento T4 c/ vista mar | 4 frentes | 2 grandes varandas | Box fec,Apartamento,ARCOZELO,VILA NOVA DE GAIA,PORTO,133.0,1600
Apartamento T2 mobilado com varanda em todas as divisões para arrendar,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,104.0,2850
Apartamento T1 para arrendamento,Apartamento,CARNIDE,LISBOA,LISBOA,61.0,1600
Apartamento T6 de Luxo nas AV. Novas,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,283.0,10000
Duplex Balela Sol Village II,Apartamento,FERREL,PENICHE,LEIRIA,200.0,850
Apartamento T3 para arrendamento,Apartamento,POVOA DE VARZIM,POVOA DE VARZIM,PORTO,118.0,1000
Apartamento T3 para arrendamento,Apartamento,CASCAIS,CASCAIS,LISBOA,140.0,3500
Moradia T4 para arrendamento,Moradia,BELEM,LISBOA,LISBOA,112.78,2900
Apartamento T3 para arrendamento,Apartamento,SANTA CLARA,LISBOA,LISBOA,164.7,2300
"Apartamento T5 Arrendamento em Matosinhos e Leça da Palmeira,Matosinho",Apartamento,MATOSINHOS,MATOSINHOS,PORTO,322.9,5950
Apartamento no Condomínio Lezíria Parque,Apartamento,VILA FRANCA DE XIRA,VILA FRANCA DE XIRA,LISBOA,144.0,2350
Moradia Bifamilar,Moradia,MAXIAL,TORRES VEDRAS,LISBOA,1630.0,1300
T4 Faro,Apartamento,FARO,FARO ,FARO,130.0,1600
Apartamento T1 mobilado centro de Fátima com elevador,Apartamento,FATIMA,OUREM,SANTAREM,45.0,400
Apartamento T4 Duplex no Estoril - DISPONÍVEL 01/07/2024,Apartamento,CASCAIS,CASCAIS,LISBOA,220.0,4500
"Apartamento T2, Baixa",Apartamento,COIMBRA,SANTA CRUZ,COIMBRA,47.0,950
T1 Duplex em plena zona Histórica do Porto,Apartamento,CEDOFEITA,PORTO,PORTO,52.0,1350
Areenda-se T1 c/ area de T2 Montijo_Alto das Vinhas grandes,Apartamento,MONTIJO,MONTIJO,SETUBAL,70.0,850
Estúdio na Rua de São Paulo,Apartamento,ESTRELA,LISBOA,LISBOA,67.0,1440
Moradia tradicional T3  restaurada e ampliada de forma moderna,Moradia,LUZ DE TAVIRA,TAVIRA,FARO,263.0,2850
"T2 otimo estado | Murtal, Parede",Apartamento,CARCAVELOS,CASCAIS,LISBOA,82.0,1600
"Apartamento T0 Novo para arrendar- Mafamude, Vila Nova de Gaia",Apartamento,MAFAMUDE,VILA NOVA DE GAIA,PORTO,47.0,850
Apartamento T1 para arrendamento,Apartamento,SAO VICENTE,SAO VICENTE,LISBOA,32.0,1300
Apartamento T3 em Valença do Minho,Apartamento,VALENCA,CRISTELO COVO,VIANA DO CASTELO,17.9,600
Arrendamento de T2 com varanda e vista rio no Alto de Algés,Apartamento,ALGES,OEIRAS,LISBOA,113.0,2300
Apartamento T2 MOBILADO Avenida da República Matosinhos,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,85.0,1500
Arrenda T3 na Ajuda com vista Rio,Apartamento,AJUDA,AJUDA,LISBOA,88.0,1800
apartamento T1+1 / T2 alugar,Apartamento,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,50.0,750
"T2 NO MARTIM MONIZ, MOBILADO E EQUIPADO, COM PARQUEAMENTO",Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,97.0,2000
Apartamento Duplex T5 | Entroncamento - Zona do Bonito,Apartamento,NOSSA SENHORA DE FATIMA,ENTRONCAMENTO,SANTAREM,193.0,1300
T1 Alfama com vista e Sol!,Apartamento,PENHA DE FRANCA,LISBOA,LISBOA,30.0,1050
Apartamento T1 para arrendamento,Apartamento,FARO,FARO ,FARO,54.65,1100
Apartamento T4 mobilado para arrendamento em Lisboa,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,360.0,10000
Arrendamento Apartamento T6 de luxo - Avenidas Novas,Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,282.8,10000
"Moradia T5, Brancanes, Setúbal",Moradia,SETUBAL,NOSSA SENHORA DA ANUNCIADA,SETUBAL,465.0,10000
T4 flat for rent in rua Fernão Lopes,Apartamento,ARROIOS,LISBOA,LISBOA,347.0,10000
Moradia T3 para arrendamento na Quinta da Marinha,Moradia,CASCAIS,CASCAIS,LISBOA,177.0,9800
T3 Mobilado  c/Vistas para Rio Douro - Massarelos,Apartamento,CEDOFEITA,PORTO,PORTO,100.0,1500
T1+1 mobilado com varanda em Bairro alto,Apartamento,MISERICORDIA,LISBOA,LISBOA,71.72,1300
2 assoalhadas mobilado na Lapa,Apartamento,ESTRELA,LISBOA,LISBOA,45.0,1150
Excelente T1 em EXPO com lugar estacionamento,Apartamento,PARQUE DAS NACOES,LISBOA,LISBOA,50.0,1400
Apartamento T2 para arrendamento  em Condomínio Fechado,Apartamento,PONTINHA,ODIVELAS,LISBOA,105.0,2500
"T1 - Mobilado - Matosinhos, Leça Palmeira",Apartamento,MATOSINHOS,MATOSINHOS,PORTO,55.0,1300
"Apartamento T1 para arrendamento, com móveis no Braço de Prata",Apartamento,MARVILA,LISBOA,LISBOA,56.7,1750
Apartamento T2 totalmente mobilado com vista mar.,Apartamento,MATOSINHOS,MATOSINHOS,PORTO,95.0,1800
Estúdio T0 para arrendamento em Ílhavo!,Apartamento,ILHAVO,ILHAVO,AVEIRO,22.7,550
Apartamento T2 Completamente Mobilado no Centro da Maia,Apartamento,CIDADE DA MAIA,MAIA,PORTO,110.0,1150
BRAND NEW 1-BEDROOM APARTMENT FOR RENT near the University Campus - Eq,Apartamento,PARANHOS,PORTO,PORTO,51.0,900
PRONTO A HABITAR - T1 NOVO - No Pólo Universitário,Apartamento,PARANHOS,PORTO,PORTO,52.0,900
Moradia de charme com vista para o Palacio da Pena,Moradia,SINTRA,SINTRA,LISBOA,194.0,4000
Apartamento T4 Em Condomínio com Piscina no Monte Estoril,Apartamento,CASCAIS,CASCAIS,LISBOA,185.0,4950
Moradia T3 - Rebordosa,Moradia,PAREDES,PAREDES,PORTO,300.0,1400
Apartamento T3 para arrendamento,Apartamento,GUILHABREU,VILA DO CONDE,PORTO,140.0,900
Apartamento T2 para arrendamento,Apartamento,GAFANHA DA NAZARE,ILHAVO,AVEIRO,98.4,900
Moradia T4+1 em Lourosa,Moradia,LOUROSA,SANTA MARIA DA FEIRA,AVEIRO,366.0,1100
Apartamento T3 para arrendar em Vila Nova de Gaia,Apartamento,SANTA MARINHA,VILA NOVA DE GAIA,PORTO,79.0,1100
T3 TOTALMENTE REMODELADO COM VISTA DESAFOGADA EM CANEÇAS,Moradia,RAMADA,ODIVELAS,LISBOA,95.0,1200
"Apartamento T2 Duplex novo em Campanhã, Porto",Apartamento,CAMPANHA,CAMPANHA,PORTO,91.7,1250
"Apartamento T1 novo em Campanhã, Porto",Apartamento,CAMPANHA,CAMPANHA,PORTO,55.3,900
T 1 - Centro do Porto,Apartamento,PARANHOS,PORTO,PORTO,40.0,800
Apartamento T3 Canidelo,Apartamento,CANIDELO,VILA NOVA DE GAIA,PORTO,140.0,1600
Apartamento T2 para arrendamento,Apartamento,LOURES,LOURES,LISBOA,68.0,1500
REF3936 V2 Kit Renovado Liga Portuguesa Contra Cancro / Hosp. São João,Moradia,PEDROUCOS,MAIA,PORTO,55.0,800
Moradia T6 para arrendamento,Moradia,OEIRAS,OEIRAS,LISBOA,120.0,3750
Apartamento T2 + 1 Misericordia,Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,80.0,1399
T4 sem mobília - Penha,Apartamento,FARO,FARO ,FARO,130.0,1300
Apartamento T3 em Nogueiró,Apartamento,NOGUEIRO,NOGUEIRO,BRAGA,120.0,950
Two bedroom garden apartment,Apartamento,SINTRA,SINTRA,LISBOA,130.0,3500
"Apartamento T3 com vista Rio no Porto, para arrendar",Apartamento,CAMPANHA,CAMPANHA,PORTO,186.0,2100
Arrendamento Alcochete,Apartamento,ALCOCHETE,ALCOCHETE,SETUBAL,90.0,1400
"Casa apalaçada de charme do século XIX, com 484 m², 6 Sui...",Moradia,SINTRA,SINTRA,LISBOA,330.85,9500
Moradia em Quinta de Sintra com piscina,Moradia,SINTRA,SINTRA,LISBOA,310.0,9500
Moradia em Cascais,Moradia,CASCAIS,CASCAIS,LISBOA,225.0,9500
"Moradia T4, com jardim e piscina, Livramento, Estoril",Moradia,CASCAIS,CASCAIS,LISBOA,405.0,9500
"Apartamento T3 em triplex, totalmente mobilado, em Cascais",Apartamento,CASCAIS,CASCAIS,LISBOA,293.0,9000
Duplex T3 para arrendamento,Apartamento,CASCAIS,CASCAIS,LISBOA,70.0,1600
"Belíssimo T1 de 75 m² no coração do Chiado, na Tv do Carmo 1B, com 1 l",Apartamento,SANTA MARIA MAIOR,LISBOA,LISBOA,65.0,1700
Moradia T3 para arrendamento,Moradia,BELEM,LISBOA,LISBOA,112.5,2900
"Moradia T3 no Bom Sucesso Resort, Óbidos",Moradia,VAU,OBIDOS,LEIRIA,185.0,2400
Apartamento T3 para arrendamento,Apartamento,ALMADA,ALMADA,SETUBAL,74.0,1500
Fantástico apartamento T3 inserido num condomínio privado,Apartamento,CARCAVELOS,CASCAIS,LISBOA,178.86,2750
"Apartamento T2 Duplex em Alta da Terrugem, para Arrendamento",Apartamento,OEIRAS,OEIRAS,LISBOA,108.0,2900
MORADIA T4 EM OEIRAS - 4 SUITES E PISCINA - VILLA BALI,Moradia,OEIRAS,OEIRAS,LISBOA,240.0,7600
MORADIA T4 EM OEIRAS - 4 SUITES E PISCINA - VILLA BALI,Moradia,PORTO SALVO,OEIRAS,LISBOA,240.0,7600
"Apartamento T2 ao Campo Alegre, Porto",Apartamento,LORDELO DO OURO,PORTO,PORTO,110.0,1200
Moradia T3 para arrendamento,Moradia,CIDADE DA MAIA,MAIA,PORTO,160.0,2000
"Apartamento T4 com vista rio e garagem, Lapa, Lisboa",Apartamento,ESTRELA,LISBOA,LISBOA,335.0,9000
Apartamento T3 em Telheiras junto ao metro,Apartamento,LUMIAR,LISBOA,LISBOA,92.0,2350
"Apartamento T1 em Lisboa de 59,00 m2",Apartamento,MISERICORDIA,LISBOA,LISBOA,59.0,1950
Apartamento exclusivo T4 com situação fantástica e vista ...,Apartamento,ESTRELA,LISBOA,LISBOA,260.0,8500
Luxuoso apartamento em Alvide,Apartamento,CASCAIS,CASCAIS,LISBOA,133.0,8500
T3 renovado em Ferreiros (próximo da Bosch),Apartamento,BRAGA,BRAGA ,BRAGA,122.0,800
Casa T3 com Jardim e Terraço e Estacionamento,Apartamento,QUINTA DO ANJO,PALMELA,SETUBAL,100.0,1200
Moradia T4+1 mobilado e totalmente remodelada para arrend...,Moradia,CASCAIS,CASCAIS,LISBOA,176.0,8500
Arrendamento de Apartamento T3 recentemente renovado,Apartamento,RAMALDE,PORTO,PORTO,108.0,1500
"Apartamento T1 com terraço para Arrendamento, Penha de França / Lis...",Apartamento,PENHA DE FRANCA,LISBOA,LISBOA,45.0,1350
T5+1 Duplex na 1ª linha de Mar na Foz do Douro,Apartamento,ALDOAR,PORTO,PORTO,347.0,8500
"Apartamento acolhedor, numa zona verde e tranquila",Apartamento,SAO DOMINGOS DE BENFICA,LISBOA,LISBOA,55.0,1000
T1 para arrendamento - IL MARE ESTORIL,Apartamento,CASCAIS,CASCAIS,LISBOA,70.92,2200
"Apartamento T2+1 para Arrendamento, Penha de França / Lisboa",Apartamento,PENHA DE FRANCA,LISBOA,LISBOA,90.0,2400
Apartamento T2 junto ao centro comercial Glicínias,Apartamento,ARADAS,ARADAS,AVEIRO,94.0,900
"Fantástico T1 para arrendar no Lisbon Stone Block , Avenidas Novas",Apartamento,AVENIDAS NOVAS,LISBOA,LISBOA,82.0,2500
