CONCELHO,CÓDIGO,FREGUESIA
VILA NOVA DE FAMALICAO,31204,BAIRRO
VILA NOVA DE FAMALICAO,31206,BRUFE
VILA NOVA DE FAMALICAO,31210,CASTELOES
VILA NOVA DE FAMALICAO,31212,CRUZ
VILA NOVA DE FAMALICAO,31213,DELAES
VILA NOVA DE FAMALICAO,31215,FRADELOS
VILA NOVA DE FAMALICAO,31216,GAVIAO
VILA NOVA DE FAMALICAO,31219,JOANE
VILA NOVA DE FAMALICAO,31221,LANDIM
VILA NOVA DE FAMALICAO,31223,LOURO
VILA NOVA DE FAMALICAO,31224,LOUSADO
VILA NOVA DE FAMALICAO,31225,MOGEGE
VILA NOVA DE FAMALICAO,31227,NINE
VILA NOVA DE FAMALICAO,31230,PEDOME
VILA NOVA DE FAMALICAO,31232,POUSADA DE SARAMAGOS
VILA NOVA DE FAMALICAO,31233,REQUIAO
VILA NOVA DE FAMALICAO,31234,RIBA DE AVE
VILA NOVA DE FAMALICAO,31235,RIBEIRAO
VILA NOVA DE FAMALICAO,31239,OLIVEIRA
VILA NOVA DE FAMALICAO,31241,VALE
VILA NOVA DE FAMALICAO,31247,VERMOIM
VILA NOVA DE FAMALICAO,31249,VILARINHO DAS CAMBAS
VILA NOVA DE FAMALICAO,31250,ANTAS
VILA NOVA DE FAMALICAO,31251,ARNOSO
VILA NOVA DE FAMALICAO,31252,AVIDOS
VILA NOVA DE FAMALICAO,31253,CARREIRA
VILA NOVA DE FAMALICAO,31254,ESMERIZ
VILA NOVA DE FAMALICAO,31255,GONDIFELOS
VILA NOVA DE FAMALICAO,31256,LEMENHE
VILA NOVA DE FAMALICAO,31257,RUIVAES
VILA NOVA DE FAMALICAO,31258,SEIDE
VILA NOVA DE FAMALICAO,31260,VILA NOVA DE FAMALICAO
VILA NOVA DE FOZ COA,91401,ALMENDRA
VILA NOVA DE FOZ COA,91402,CASTELO MELHOR
VILA NOVA DE FOZ COA,91403,CEDOVIM
VILA NOVA DE FOZ COA,91404,CHAS
VILA NOVA DE FOZ COA,91405,CUSTOIAS
VILA NOVA DE FOZ COA,91407,HORTA
VILA NOVA DE FOZ COA,91410,MUXAGATA
VILA NOVA DE FOZ COA,91411,NUMAO
VILA NOVA DE FOZ COA,91412,SANTA COMBA
VILA NOVA DE FOZ COA,91414,SEBADELHE
VILA NOVA DE FOZ COA,91415,SEIXAS
VILA NOVA DE FOZ COA,91416,TOUCA
VILA NOVA DE FOZ COA,91418,FREIXO DE NUMAO
VILA NOVA DE FOZ COA,91419,VILA NOVA DE FOZ COA
VILA NOVA DE GAIA,131701,ARCOZELO
VILA NOVA DE GAIA,131702,AVINTES
VILA NOVA DE GAIA,131703,CANELAS
VILA NOVA DE GAIA,131704,CANIDELO
VILA NOVA DE GAIA,131709,MADALENA
VILA NOVA DE GAIA,131712,OLIVEIRA DO DOURO
VILA NOVA DE GAIA,131717,SAO FELIX DA MARINHA
VILA NOVA DE GAIA,131723,VILAR DE ANDORINHO
VILA NOVA DE GAIA,131725,GRIJO
VILA NOVA DE GAIA,131726,GULPILHARES
VILA NOVA DE GAIA,131727,MAFAMUDE
VILA NOVA DE GAIA,131728,PEDROSO
VILA NOVA DE GAIA,131729,SANDIM
VILA NOVA DE GAIA,131730,SANTA MARINHA
VILA NOVA DE GAIA,131731,SERZEDO
VILA NOVA DE PAIVA,182203,PENDILHE
VILA NOVA DE PAIVA,182204,QUEIRIGA
VILA NOVA DE PAIVA,182205,TOURO
VILA NOVA DE PAIVA,182206,VILA COVA A COELHEIRA
VILA NOVA DE PAIVA,182208,VILA NOVA DE PAIVA
VILA NOVA DE POIARES,61701,ARRIFANA
VILA NOVA DE POIARES,61702,LAVEGADAS
VILA NOVA DE POIARES,61703,POIARES
VILA NOVA DE POIARES,61704,SAO MIGUEL DE POIARES
VILA POUCA DE AGUIAR,171302,ALFARELA DE JALES
VILA POUCA DE AGUIAR,171303,BORNES DE AGUIAR
VILA POUCA DE AGUIAR,171304,BRAGADO
VILA POUCA DE AGUIAR,171305,CAPELUDOS
VILA POUCA DE AGUIAR,171310,SOUTELO DE AGUIAR
VILA POUCA DE AGUIAR,171311,TELOES
VILA POUCA DE AGUIAR,171312,TRESMINAS
VILA POUCA DE AGUIAR,171313,VALOURA
VILA POUCA DE AGUIAR,171314,VILA POUCA DE AGUIAR
VILA POUCA DE AGUIAR,171315,VREIA DE BORNES
VILA POUCA DE AGUIAR,171316,VREIA DE JALES
VILA POUCA DE AGUIAR,171317,SABROSO DE AGUIAR
VILA POUCA DE AGUIAR,171319,ALVAO
VILA POUCA DE AGUIAR,171320,PENSALVOS
VILA REAL,171401,ABACAS
VILA REAL,171403,ANDRAES
VILA REAL,171404,ARROIOS
VILA REAL,171406,CAMPEA
VILA REAL,171409,FOLHADELA
VILA REAL,171410,GUIAES
VILA REAL,171414,LORDELO
VILA REAL,171415,MATEUS
VILA REAL,171416,MONDROES
VILA REAL,171420,PARADA DE CUNHOS
VILA REAL,171426,TORGUEDA
VILA REAL,171429,VILA MARIM
VILA REAL,171431,ADOUFE
VILA REAL,171432,BORBELA
VILA REAL,171433,CONSTANTIM
VILA REAL,171434,MOUCOS
VILA REAL,171435,NOGUEIRA
VILA REAL,171436,PENA
VILA REAL,171437,SAO TOME DO CASTELO
VILA REAL,171438,VILA REAL
VILA REAL DE SANTO ANTONIO,81601,VILA NOVA DE CACELA
VILA REAL DE SANTO ANTONIO,81602,VILA REAL DE SANTO ANTONIO
VILA REAL DE SANTO ANTONIO,81603,MONTE GORDO
VILA VELHA DE RODAO,51101,FRATEL
VILA VELHA DE RODAO,51102,PERAIS
VILA VELHA DE RODAO,51103,SARNADAS DE RODAO
VILA VELHA DE RODAO,51104,VILA VELHA DE RODAO
VILA VERDE,31304,ATIAES
VILA VERDE,31308,CABANELAS
VILA VERDE,31309,CERVAES
VILA VERDE,31311,COUCIEIRO
VILA VERDE,31313,DOSSAOS
VILA VERDE,31316,FREIRIZ
VILA VERDE,31317,GEME
VILA VERDE,31323,LAGE
VILA VERDE,31324,LANHAS
VILA VERDE,31325,LOUREIRA
VILA VERDE,31328,MOURE
VILA VERDE,31330,OLEIROS
VILA VERDE,31331,PARADA DE GATIM
VILA VERDE,31335,PICO
VILA VERDE,31337,PONTE
VILA VERDE,31340,SABARIZ
VILA VERDE,31342,VILA DE PRADO
VILA VERDE,31350,PRADO
VILA VERDE,31352,SOUTELO
VILA VERDE,31354,TURIZ
VILA VERDE,31355,VALDREU
VILA VERDE,31359,ABOIM DA NOBREGA
VILA VERDE,31360,RIBEIRA DO NEIVA
VILA VERDE,31361,CARREIRAS
VILA VERDE,31362,ESCARIZ
VILA VERDE,31363,ESQUEIROS
VILA VERDE,31364,MARRANCOS
VILA VERDE,31365,ORIZ
VILA VERDE,31366,PICO DE REGALADOS
VILA VERDE,31367,SANDE
VILA VERDE,31368,VALBOM
VILA VERDE,31369,VADE
VILA VERDE,31370,VILA VERDE
VILA VICOSA,71401,BENCATEL
VILA VICOSA,71402,CILADAS
VILA VICOSA,71404,PARDAIS
VILA VICOSA,71406,NOSSA SENHORA DA CONCEICAO
VIMIOSO,41103,ARGOZELO
VIMIOSO,41107,CARCAO
VIMIOSO,41108,MATELA
VIMIOSO,41109,PINELO
VIMIOSO,41110,SANTULHAO
VIMIOSO,41113,VILAR SECO
VIMIOSO,41114,VIMIOSO
VIMIOSO,41115,ALGOSO
VIMIOSO,41116,CACARELHOS
VIMIOSO,41117,VALE DE FRADES
VINHAIS,41201,AGROCHAO
VINHAIS,41203,CANDEDO
VINHAIS,41204,CELAS
VINHAIS,41206,EDRAL
VINHAIS,41207,EDROSA
VINHAIS,41208,ERVEDOSA
VINHAIS,41215,PACO
VINHAIS,41216,PENHAS JUNTAS
VINHAIS,41219,REBORDELO
VINHAIS,41221,SANTALHA
VINHAIS,41226,TUIZELO
VINHAIS,41227,VALE DAS FONTES
VINHAIS,41229,VILA BOA DE OUSILHAO
VINHAIS,41230,VILA VERDE
VINHAIS,41232,VILAR DE OSSOS
VINHAIS,41233,VILAR DE PEREGRINOS
VINHAIS,41234,VILAR SECO DE LOMBA
VINHAIS,41235,VINHAIS
VINHAIS,41236,CUROPOS
VINHAIS,41237,MOIMENTA
VINHAIS,41238,NUNES
VINHAIS,41239,QUIRAS
VINHAIS,41240,SOBREIRO DE BAIXO
VINHAIS,41241,SOEIRA
VINHAIS,41242,TRAVANCA
VINHAIS,41243,VILAR DE LOMBA
VISEU,182301,ABRAVESES
VISEU,182304,BODIOSA
VISEU,182305,CALDE
VISEU,182306,CAMPO
VISEU,182307,CAVERNAES
VISEU,182310,COTA
VISEU,182315,FRAGOSELA
VISEU,182316,LORDOSA
VISEU,182317,SILGUEIROS
VISEU,182318,MUNDAO
VISEU,182319,ORGENS
VISEU,182320,POVOLIDE
VISEU,182321,RANHADOS
VISEU,182322,RIBAFEITA
VISEU,182323,RIO DE LOBA
VISEU,182325,SANTOS EVOS
VISEU,182327,SAO JOAO DE LOUROSA
VISEU,182329,SAO PEDRO DE FRANCE
VISEU,182335,BARREIROS
VISEU,182336,BOA ALDEIA
VISEU,182337,COUTO DE BAIXO
VISEU,182338,FAIL
VISEU,182339,REPESES
VISEU,182340,SAO CIPRIANO
VISEU,182341,VISEU
VIZELA,31401,SANTA EULALIA
VIZELA,31404,INFIAS
VIZELA,31406,VIZELA
VIZELA,31408,CALDAS DE VIZELA
VIZELA,31409,TAGILDE
VOUZELA,182401,ALCOFRA
VOUZELA,182403,CAMPIA
VOUZELA,182407,FORNELO DO MONTE
VOUZELA,182409,QUEIRA
VOUZELA,182410,SAO MIGUEL DO MATO
VOUZELA,182411,VENTOSA
VOUZELA,182413,CAMBRA
VOUZELA,182414,FATAUNCOS
VOUZELA,182415,VOUZELA
